business_name,author_name,review_text,rating,sentimentNum,subjectivity,lang,review_length,exclaim_count,caps_count,contains_url,inauthentic,irrelevant,advertisement,rant,policy_violations,reason
Baskent Aspava,Bulent Ozengin,Very; very expensive extravagant prices. One lahmacun is 85 TL. They charge 25 TL for a glass of buttermilk. All the intertwined tables are almost adjacent.,1,-0.65,0.91,en,26,0,2,False,1,0,0,1,0,"The review has a very negative sentiment (-0.65) and a high number of all-caps words (2) and exclamation marks (0).  The extremely detailed and specific criticism of prices (""One lahmacun is 85 TL. They charge 25 TL for a glass of buttermilk."") coupled with the strongly negative sentiment suggests an overly emotional and potentially inauthentic rant rather than a factual assessment. The reviewer may be expressing frustration in a hyperbolic manner."
Zula,Deniz Sirp,Burgers are great hot dogs do. It is very interesting that french fries are 114 TL.,4,0.43,0.56,en,16,0,1,False,0,0,0,0,0,"The review expresses a relatively simple opinion (""Burgers are great hot dogs do. It is very interesting that french fries are 114 TL."") with a moderate sentiment score (0.43) and a subjective rating (0.56). While the review is short and uses somewhat generic phrasing, there's no strong evidence of deceptive intent or an advertisement. The price mention (""114 TL"") could be relevant, but doesn't automatically flag the review as inauthentic."
Salih Usta,Busra Subasi,My and my 3.5-year-old daughter's favorite place is in Samsun; we love the products of this place the most.,5,0.5,0.7,en,19,0,0,False,0,0,0,0,0,"The review is relatively short and expresses a positive sentiment (""My and my 3.5-year-old daughter's favorite place is in Samsun; we love the products of this place the most."") with a 5-star rating. There is no evidence of inauthenticity, advertisement, or ranting. The sentiment and subjectivity are also reasonable."
Sevinc Pastanesi,Murat Seven,Although it is a classic; its products are ordinary. Prices are expensive for the quality.,2,-0.19,0.46,en,15,0,0,False,0,0,0,0,0,"The review expresses a moderately negative opinion (""products are ordinary,"" ""Prices are expensive for the quality"") with a sentiment score of -0.19. While it’s critical, it lacks the extreme language, excessive capitalization, or exclamation marks typically associated with a rant. The subjectivity score of 0.46 suggests a somewhat personal opinion, but doesn't necessarily indicate inauthenticity. There's no evidence of a URL or promotional language."
Ege Vera,Mehmet Hakim,Reviews are misleading; I definitely do not recommend. Too bad.,1,-0.35,0.58,en,10,0,0,False,1,0,0,1,0,"The review has a very low rating (1) and a strong negative sentiment (-0.35). Coupled with the generic, dismissive language (""Reviews are misleading; I definitely do not recommend. Too bad."") and the overall brevity (review_length=10), it suggests an overly critical rant rather than a detailed, informative review.  The negative sentiment, combined with the brief, emotionally charged text, points toward a potentially biased or disgruntled customer expressing an exaggerated negative opinion."
Sini Mugla,Yusuf Serin,Dirty plates; Waiters was surly.,3,-0.6,0.8,en,5,0,0,False,0,0,0,1,0,"The review has a negative sentiment of -0.6, indicating a strong negative opinion. Coupled with the descriptive, albeit generic, complaint (""Dirty plates; Waiters was surly.""), and the relatively short length of the review (5), it leans towards an overly critical rant rather than a factual, objective assessment.  While not definitively fraudulent, the language and sentiment point to a potentially emotionally driven, and thus less reliable, review."
Minoa,Ayse Tozal,Interior and location are nice; but not as nice as other restaurant of the same company. We bought a strawberry brownie cake; my friend and I both had a bad stomach.,1,0.08,0.63,en,31,0,0,False,1,0,0,1,0,"The review has a very low rating (1) and a negative sentiment (0.08), indicating a potentially dissatisfied customer. While not overtly a ""rant,"" the inclusion of ""bad stomach"" suggests a negative experience that warrants further scrutiny. The low rating combined with the negative detail raises concerns about the authenticity of the review, particularly as it seems to be a somewhat isolated negative experience."
Churchill Bistro,David Kaeser,It is a restaurant-bar with an extraordinary ambiance. It has an excellent location on Bodrum Beach. The service is top notch and leaves nothing to be desired.,5,0.61,0.83,en,27,0,0,False,0,0,0,0,0,"This review is overwhelmingly positive with a high sentiment score (0.61) and a 5-star rating. While the language is somewhat generic (""extraordinary ambiance,"" ""top notch service""), it doesn’t exhibit any strong indicators of inauthenticity, advertising, or a rant. The review length is also reasonable. There are no URLs, caps, or excessive exclamation marks."
Guzel Koy Cafe,Onur Aktas,Clean business; I liked it.,5,0.48,0.75,en,5,0,0,False,0,0,0,0,0,"The review is a simple, positive statement (""Clean business; I liked it."") with a sentiment of 0.48 and subjectivity of 0.75. It doesn't exhibit any of the indicators of inauthenticity, irrelevant content, advertisement, or ranting. The length is also reasonable."
Medeniyetler Sofrasi,Humeyra Arslan,Hatay gastronomy house is an excellent place; you should definitely go... Quality and affordable...,5,0.5,0.75,en,14,0,0,False,0,0,0,0,0,"The review is a positive recommendation with relatively moderate sentiment (0.5) and subjectivity (0.75). While the language is somewhat generic (""excellent place,"" ""quality and affordable""), it doesn't exhibit strong indicators of inauthenticity, advertisement, or a rant. The review length is also reasonable.  No URLs are present, and the caps/exclamation marks count is low, further reducing the likelihood of it being a manipulative or overly emotional review."
Starbucks Bodrum,Alparslan Alatur,It was a pleasant snack; a refreshing drink in hot weather.,5,0.49,0.94,en,11,0,0,False,0,0,0,0,0,"This review is a relatively short, positive review with generic language (""pleasant snack,"" ""refreshing drink""). While the sentiment score of 0.49 indicates a positive tone, it lacks specific details that would make it a strong indicator of inauthenticity. The review doesn't appear to be an advertisement or a rant."
Askin Tostevi,Sadu Aziz,After waiting for about 20 minutes; we were able to eat Classic Ayvalık Toast. It was delicious and crunchy.,5,0.56,0.6,en,19,0,0,False,0,0,0,0,0,"The review is a relatively positive and detailed account of a dining experience. The sentiment score of 0.56 indicates a generally positive feeling, and the review text provides specifics about the food (""Classic Ayvalık Toast,"" ""delicious and crunchy""). There are no indicators of inauthenticity, advertisement, or ranting present in the review."
Suflor,Tunahan Okumus,This is one of my favorite cafes in Istanbul. As you can see on the menu; the soufflés are about 100 TL; the drinks could be more appropriate.,5,0.5,0.67,en,28,0,1,False,0,0,0,0,0,"This review is a relatively positive and specific review regarding a cafe in Istanbul. The sentiment score of 0.5 suggests a genuine, albeit slightly lukewarm, opinion. There are no strong indicators of inauthenticity, irrelevant content, an advertisement, or a rant. The details about the soufflé price and drink quality are specific, and the review length (28) is reasonable."
Baskent Aspava,Serdar Soylu,It is a great place for Samsun. The taste; the treats; the semolina dessert with ice cream that comes after the meal; the variety of the menu; the attention and politeness of the waiters are very good.,5,0.85,0.77,en,37,0,0,False,0,0,0,0,0,"The review is overwhelmingly positive and descriptive, detailing specific aspects of the restaurant experience (taste, dessert, variety, service). The sentiment score of 0.85 and subjectivity of 0.77 further support its authenticity. There are no strong indicators of inauthenticity, irrelevant content, advertisement, or a rant. The review provides a detailed and believable account of a positive dining experience."
